userName,score,at,content
Ahmad Fadil,1,10/13/2023 23:44,"Kepada pihak Telkomsel yang terhormat. Kenapa setiap saya main game, jaringannya itu sangat sangat jelek kadang full merah dan kuning dari awal game sampai akhir kadang juga tiba tiba ngelag parah padahal jaringan nya 4G tapi terasa seperti E jaringannya jelek banget, sekian penyampaian dari saya 🙂"
Pangeran Muda,4,10/11/2023 10:04,"Aplikasiny sgt membantu, paket ny pun murah murah, kalau bisa, paket promonya di tambah, semakin di updet, kok susah untuk loding, mohon diperbaharui lagi"
Nadee Hpn,1,10/10/2023 23:58,"Dihandphone saya gak bisa dibuka... cek status kuota kudu pake aplikasi, udh didownload aplikasi awalnya bisa setelah di update trus malah gk kebuka...!!!? Nyusahin"
Edi Waluyo,1,10/10/2023 18:36,"Maaf, pada kenyataannya semakin kesini jaringannya semakin buruk. apalagi buat streaming. benar² mengecewakan. Aplikasinya jg bertamabah berat, tidak familiar."
M.Jumal Sandika,2,10/6/2023 17:26,"Tambah kan opsi pembayaran melalui nomor VA dan dari mbanking lah,terlalu ribet lewat dana gopay DLL,karena minimal pembayaran kadang gk bisa 32.000 contohnya jdi mau gk mau harus beli pulsa yg 35.000"
Xycv,1,10/24/2023 22:51,"Jaringan Kntl, beli data aja perlu lalot. Pdhl gw masih pnya data bonus The Real Pelit. Data Game? Login aja kgk bisa apa coba...giliran nonton tiktod lancarrr. Udah Makin Mahal, Makin Pelit. Koneksinya aj yg lumayan"
Wendy KHO,1,10/10/2023 11:04,"Setelah update langsung tidak bisa buka aplikasinya ,kenapa harus di bikin ribet dan rumit ya, hanya untuk cek data dan beli kuota juga , tolong di beri kenyamanan untuk kita biar bisa pakai aplikasi ini seperti sebelum di update ."
Naim Naim,1,10/10/2023 4:20,"Ta kaksi bintang 1 aja soalnya apknya uda ga karuan ga bisa masuk,, Kenpa setelah di update ke fersi terbaru saya ngga bisa masuk ke menu my telkomsel ya? Mending fersi lama lebih bagus dan aksenya untuk masuk cepat."
Nadiatul Hasanah,1,10/13/2023 21:52,Aplikasi sampah!! Udah paketan mahal mana kouta yg lebih dulu dipakai kouta internet lama padahal kouta internet harian tinggal sehari dan tidak berkurang sedikitpun gimanasih rugi banget tau kalo bikin apk yang bener di liat dong apa yg kurang dan yang salah. Punya saya dua duanya kouta internet gaada kouta nonton atau sbagainya malah kouta lama yg kesedot aplikasi jelek
Sendra Alfiansyah,1,10/11/2023 12:36,"Saya download app ini cuma untuk cek kuota dan beli kuota. Tapi kenapa semenjak update malah jadi ribet kaya gini, bukannya dibuat makin simpel dan sederhana. Sebenarnya kita ga terlalu butuh fitur² baru semacem Indihome dan apalah itu, soalny balik lagi kita buka tu app cuma buat cek kuota dan isi kuota doang. Oiya satu lagi kenapa makin hari harga kuota makin naek Mulu."
Rismaya widya Putri,1,10/10/2023 10:41,"Payah makin jelek aplikasi nya... Setelah di upgrade malah gk bisa kebuka,kalo kaya gini bisa2 gak akan ada yg pakai My telkomsel lagi... Bukan nya mempermudah,malah makin mempersulit😢pdahal udh lama pakai My telkomsel,tpi skrng ah sudahlah😴"
Deni Arif Prayoga,5,10/8/2023 20:39,"Overall udah bagus, fungsional. Widget yg bisa menampilkan sisa kuota juga sudah ditambahkan. Mantap. Biar lebih bagus lagi tolong ditambah fitur dark mode di app dan widgetnya 😁"
Irma Nurmalasari,1,10/18/2023 17:05,"Setelah update aplikasi malah gak bisa di buka , tiap buka aplikasi malah keluar sendiri, udah di bersihin cache udah install uninstall aplikasi tapi gak ada perubahan...😓"
Ilham Romeo,2,10/2/2023 14:23,"Kak mana hot promo ko ga ada lagi,malah hilang dan pada mahal kalau yg lain :(, malah murah yg di warung,hot promo aplikasi sebelumnya selalu ada hot promo ketika di update menghilang"
25 Rusydina Andira Tsabitah Azzah,1,10/3/2023 22:08,"Ga usah update update an lah kalo pada akhirnya aplikasi ga bisa berjalan dengan baik, mending versi yang dulu daripada sekarang, masa kalo mau bayar pake Shopee harus isi manual ga bisa diarahkan ke Shopee nya langsung untuk melanjutkan pembayaran"
Ipas Ipas,1,10/3/2023 18:51,Aplikasi setelah update jadi tidak jelas keluar dengan sendiri nya Makin parah setelah update saya selaku pengguna setia my telkomsel jadi kecewa dengan update terbaru Mohon tindak lanjutannya pihak my telkomsel aplikasi keluar sendiri dan melakukan transaksi apapun itu tidak bisa
Laurentius Ludvi Arviyanto,1,10/5/2023 17:47,"Force close terus knp ya? Mau beli paket force close.. click force close fix it pls Ini dr tab tiap mau beli paket force close Mulu.. Jd nya isi paket kirim gift dr hp satu lagi . Coba Un install , install ulang ga bs juga, Yg aneh dr hp Samsung saya normal2 aja."
eliyana dina,1,10/2/2023 0:46,"Sorry, terpaksa kasih bintang 1. Setelah update malah ga bisa dipakai, begitu dibuka langsung ilang. Ntar update lagi bintangnya kalo dah diperbaiki n bisa diakses lagi ky biasanya."
Arsenal Arsenal,1,10/6/2023 10:21,"Beli paket gamemax banyak malah tidak bisa terpakai, terlalu banyak makan untung... Beli paket 1 GB jaringannya kencang eh setelah beli paket 17 GB jaringan loading lambat, iklannya sajah yang bagus👎👎👎,"
Jonas Sirait,2,10/6/2023 11:45,Aplikasi di HP saya tidak bisa di buka..setiap di bukaa langusng error..tulisan nyaa aplikasi berhenti dan umpan balik..tolong info nya gmnaa cara nyaa biar bisa di buka lagi aplikasi nyaa..🙏🏾
n f,1,10/10/2023 23:06,Tolong dong perbaiki aplikasinya. Saya tidak bisa login ke aplikasi my telkomsel saya setelah di update. Tiba2 aplikasi keluar sendiri. Solusi nya bagaimana ini? Kenapa diupdate malah tambah ribet aplikasinya. Tau gitu mending gak usah update aplikasi.
Nur Fadli,1,10/10/2023 23:58,Kenapa sejak saya update aplikasi ini Saya tidak bsa masuk ke aplikasi nya Malah keluar sendiri Saya download kembali apk ini pas masukkn nomor saya kenapa saya tidak bisa masuk malah keluar sendiri dari aplikasi nya Saya ingin melihat paket saya ada berapa GB lagi Eh.... Malah gak bsa masuk di apk nya Mohon segera di perbaiki lagi jgn buat kecewa sma pengguna Telkomsel yg lain
Xaverius 17,1,10/23/2023 19:43,Kok gini amat tampilan menunya? Banyak menu sampah yg gak kepake. Loading udh kek d jaman batu lamanya. UI/UX nya siapa? Perbaiki lah.
rey himura,1,10/2/2023 16:47,"Aplikasi sering keluar sendiri, sampai aku unistal berulang kali tapi tetap tak berhasil, sampai paketan ku habis gak bisa masuk, aku pindah server sudah paling mahal paketannya, pelayanan makin buruk"
ilham glory,3,10/4/2023 21:36,"Bismillah di respon sama pihak Telkomsel,,,saya mengeluh pengguna Telkomsel baru saya kira sinyal lebih bagus daripada prefioder kartu lain,nyatanya tambah parah,,,sinyal lag ga kaya seperti dlu sinyal bagus,,,minta tolong diarahkan sinyalnya ke desa saya, di perbaiki di desa saya dk pakistaji rt002/001 desa metuk kecamatan mojosongo boyolali Jawa Tengah"
parid setiawan,1,10/12/2023 19:30,"akhir akhir ini buat maen game lag banget, padahal pake telkom andalan bgt buat maen game, dan selalu isi paket yang full 1 bulan karna emg udh seyakin itu, eh taunya lag parahhh, bikin ga betah, kecewa bgt. jadi bikin pindah ke kartu lain :)"
kapten purbayan,1,10/3/2023 21:33,Update terbaru bikin aplikasi berat. Aplikasi tiba2 berhenti.. berat banget.. aplikasi cm liat kuota kok berat gini. Busuuk pokoknya.. kembalikan ke versi lawas
Rahmad Hidayat,1,10/16/2023 18:47,"Setelah di update kenapa appnya ngak bisa di gunakan, yang muncul masalah sambungan Mulu padahal koneksi internet saya sangat baik."
muhammad nurrizki,1,10/17/2023 7:53,"Min, aplikasi terus yang di perbaharui, pelayanan harusnya yang sering di perbaharui/update. Makin ga jelasnya harga paket internet semakin mahal, kualitas koneksi internet makin buruk"
daryono saputro,1,10/1/2023 16:22,"Aplikasi my Telkomsel untuk cek in tiap hari, selalu tidak bisa di klik untuk cek in sekarang, jika tidak niat untuk ada program cek in tiap hari, lebih baik tidak usah di adakan, dari bulan kemarin hingga bulan ini, setiap mau klik cek in sekarang, pasti tidak bisa"".!!!"
rendra kusumoharjo,1,10/16/2023 21:14,Mohon maaf jika berkenan saya mohon untuk memperhatikan untuk keluhan masalah jaringan yang tidak pernah stabil dan kekurangan nya.. Untuk mendapatkan motivasi dan dukungan pelanggan hanya bisa melalui keluhan pelanggan agar dapat maju dan berkembang.. Atas perhatiannya.. Saya mengucapkan Terimakasih.... 🙏🙏🙏
Fikri ElFarabi,3,10/10/2023 7:59,"overall, gw suka,dari fitur2nya canggih. cuman sangat di sayangkan, sering terjadi bug. terutama keluar sendiri. bangke emang. apa coba"
Wasilatul Ilmiah,1,10/11/2023 6:39,"Minto tolong telkomsel jaringannya diperbaiki lagi. Saya sudah lama menjadi pengguna telkomsel, tetapi kenapa sekarang jaringannya susah banget, buat apa2 ga bisa, telpon vidio call aja bunyi tut tut terus, malah sekarang jaringannya lebih bagus kartu yg lain. Login ke Telkomsel susah banget langsung logout terus"
Novia Z,1,10/2/2023 13:28,"Benar-benar merugikan, pembelian aktivasi zoom sms beberapa kali pending. Prosesnya pun lama nunggu 24 jam telfon 188 sampai 3x dalam 2 hari masalah ngga selesai. Benar-benar lama. Percepatlah proses komplain. Ganti cara aktivasi kan bisa diberi pilihan via email dan sms atau wa. Semoga bisa lebih baik lagi kedepannya"
Jamile Ile,1,10/15/2023 17:17,Saya memberi keluhan bahwa aplikasi Telkomsel ini sangat tdk konsisten setiap sy daftar masuk ia selalu gagal dan tidak ingin menerima penerimaan daftar msuk aplikasi setelah download ternyata tidak sesuai ekspektasi mohon konsultasi nya admin
Ragilmuntamah Muntamah,1,10/4/2023 8:42,Kenapa setelah updeat app telkomsel jadi tidak bisa dibuka appnya sebelumnya tidak ada masalah (telkomsel berhenti terus) ada tulis masukan sudah pun sudah tulis masih tetap tidak boleh buka harap di selesaikan terkait masalah tersebut ...bersainglah dengan layanan dan inovasi...
Edort Edort,1,10/11/2023 10:48,Pake aplikasi ini dah lama dah tahunan knp skrng ga bisa dibuka aplikasinya setelah update Uda uninstall install ulang dah restart tetep aja ga bisa kebuka... Mau transaksi aja dipersulit
Mister Han,1,10/11/2023 2:18,gara gara data jaringanya ga muncul terus saya mencoba registrasi ulang kartu nya malah paket nya hilang padahal baru di isi mana 100 ribu lagi ngisi nya.. data jaringan nya udah bisa muncul tapi kuota nya malah hilang payah harus nya tetep di adain dong jangan di reset
PII PIIT,1,10/19/2023 12:50,Pulsa gw sering abis gara gara ganti paket darurat . Padahal gw kaga pernah ngambil paket darurat . Kalo sekali g masalah. Ini udah 3 Ampe 4 kali Gila ngambil untung gitu bgt. Padahal pulsanya dh di jaga suu.
M ALFAN MAULIDHAN,3,10/25/2023 9:31,"Mohon dierbaiki lagi min soalnya selalu terjadi error, dan lebih teliti lagi min saya gak pakek datanya tapi ko bisa kurang min padahal saya gak ngidupin data seluler min, mohon diperbaiki."
Aishiteru,2,10/10/2023 18:33,"Apknya makin berat, sudah 2 hari ini malah force close terus. Sudah restart HP, sudah juga instal ulang. Ayolah MyTelkomsel, kalian bisa dianggap ""Wajah"" telekomunikasi negara ini."
aku dimana?,1,10/14/2023 13:29,"Parah, daerah saya tadinya bagus Telkom malah jadi jelek, kadang 1-3 hari gangguan. Buat apk Telkom agak ngload bentar sama pas ngisi paket di apk nya malah lama notif aktifnya. Mohon lah di benerin. Terimakasih"
akbar yunanda,1,10/10/2023 3:29,"Setelah update malah gk bisa login. Bgtu login malah keluar sendiri macam crash, tambah buruk aplikasinya bukannya tambah baik. Terpaksa masuk di telkomsel lite. Sangat kecewa sekali..."
Hanifa Ainun,1,10/22/2023 21:59,"Update udah sering, sekalinya paketan abis mau buka my Telkomsel malah suruh update lagi, mana ga bisa dibuka kalau ga update. Tolot amat dah, paketan abis malah apes. Harus buru2 ke tetangga cari wifi. Nyusahin aja nih update lama2"
Dyas Mustika,1,10/4/2023 20:35,"Setelah di update malah g'bisa masuk. Di Download berulang2 tetap sama juga. Jd nyesel di update,, mending versi lama aja. Tolong di perbaiki lagi !!!"
Mochamad Mulyadi,1,10/10/2023 11:15,"Setelah di update aplikasi langsung keluar sendiri, sudah direstart hp, dihapus cache, lalu di instal ulang malah tetep keluar sendiri..."
Andri Saputra,1,10/10/2023 23:25,"Hallo min..kok ngg bisa masuk di aplikasi nya ya..padahal baru saya update. Saya sebagai pelanggan telkomsel kecewa. Mau ngecek pulsa,paket,dan masa aktif ngg bisa msuk aplikasinya. Mohon solusinya dari pihak telkomsel."
Lubti Nst,3,10/6/2023 1:17,Tolong diperbaiki Bug jaringan sangat lelet padahal 4G ada 2-3 garis jaringan Jaringan makin lelet lagi karena nyala 4G Plush nya... sangat tidak puas dengan jaringan Telkomsel di tempat saya sekarang ini
Rizhuanbayu 27,1,10/6/2023 20:54,"Setelah update ko jadi ga jelas aplikasinya. Udah seminggu loh nyoba beli kuota Internet sakti ga bisa bisa selalu ada notif ""Maaf, saat ini system kami sedang sibuk"" Tolong di benerin secepatnya"
Indra Saputra,1,10/12/2023 19:36,"Awalnya paket lebih murah setiap bulan Mala dinaikin , dan jaringan selalu lemot terus..... Kalo bgini bisa pada pindah perdana ini mah.... Sangat merugikan kita , sudah beli paketan yg mahal tapi jaringan lemot skli"
Gimnastiar,1,10/20/2023 6:11,"Telkomsel Telkomsel makin hari bukannya makin bagus malah makin ancur, mau main game aja ngelag patah patah, padahal pake kartu merek lain gk ada gangguan, ini udah beli mahal jelek lagi , mana suka hilang sendiri jaringannya"
I kadek Artawan,1,10/10/2023 18:05,"Abis di upgrade malah gabisa buka, gimana nih. Aplikasinya makin berat. Nyusahin aja, mau beli paket jadi gabisa bisa. Malesin banget"
SFRP Channel,3,10/19/2023 8:22,"19/10/2023 06:41Saya beli paket harian, diaplikasi sudah masuk kuota internetnya, namun saat digunakan pulsa saya yg terpotong, kenapa pulsa yg terpotong sedangkan kuotanya masih utuh, ini tidak benar, kembalikan pulsa saya yg terpotong karena kesalahan sistem, kasihan jika banyak sekali pulsa terpotong nga sesuai aturan"
Nurul Nur19,4,10/13/2023 21:38,"kenapa pulsa saya di sedot terus, padahal sudah di kunci pengaturan pulsa nya, sangat mengecewakan, dan untuk berhenti langganan nsp lagu juga tidak bisa di hentikan, tolong perbaiki lagi"
Suprapto simangunsong,1,10/10/2023 15:03,"Setelah di up date jadi gk bisa di akses, kayak aplikasi abal abal aja. Sdh di kasih solusi sama call center, tp tetap aja aplikasi gk ngerespon ."
Bayu Rizky Putra Suryana,1,10/7/2023 7:26,"Aplikasi langsung bergenti setiap kali membuka telkomsel, saya mau membeli kuota sejak kemarin dan masih bermasalah, saya sudah mebginstal ulang dan merestart hp saya, tetapi masih error aplikasinya"
Natalia Dermawan,1,10/4/2023 12:44,Sebenarnya saya malas memakai Telkomsel karena terlalu ribet. 1. Pelit memberikan masa aktif /masa tenggang 2.penjuallan paket terlalu mahal Dan tidak singkron sih. Mending memakai provider lain
Anis sz,2,10/7/2023 12:44,"Kenapa ribet si masuknya,udah masukin no,trus SMS suruh masuk lewat link,lewat link juga ga bisa,suruh coba lewat FB jga ga bisa, padahal cma buat beli paket data"
MULYA AGUNG,4,10/5/2023 16:38,"aplikasi tidak bisa di buka, tidak ada pemberitahuan sebelumnya apakah akun saya kadaluarsa atau tidak, aplikasi juga sudah saya upgrad tapi tetap tidak bisa di buka, selalu keluar sendiri, tolong diberitahu saya jika akun saya bermasalah."
Anggun Ginanjar,3,10/12/2023 20:54,"Udah coba di unistal dan di instal ulang tetep aja gak bisa masuk ke aplikasi nya, tiap mau buka mental terus suka keluar sendiri. Bagaimana ini saya jadi tidak bisa beli internet dengan cara mudah kalo begini terus. Tolong segera di perbaiki"
Eko Puji S,1,10/11/2023 16:40,"Mau paketin data via Aplikasi kok susah banget ya?sudah 2 hari ga mau,,terpending terus,beli paket promo 35gb 100ribu gagal,giliran 103rb 24Gb langsung lnacar,,tolonglah kalo memang promo dah ga ada mending di hapus aja,,kesannya ga serius gitu kasih promo"
Fahriel L,2,10/3/2023 16:55,"Saya mau tanya kenapa kuota games max booster nya kok gak bisa di pakek ya udah gak kayak dulu, Kalok dulu mau main game ml apa ff login nya di hospot terus pakek kuota games max nya udah bisa main, Sekarang gak bisa buat apa apa Jawab dong min sama kasih solusinya"
Ansor Alfaqih,2,10/3/2023 20:36,"Saya sangat kesal, pedahal ada kuota gratis dari (stamp berhadiah) terus pas saya cek besoknya tiba tiba udah gak ada lagi, pedahal udah semua kebuka sampe yang terakhir checkein, mohon di perbaiki, saya sangat kesal"
Muhammad Iqbal,3,10/10/2023 19:55,Aplikasi sangat lelet karena terlalu banyak fitur yang tidak diperlukan. Ditambah dengan update terbaru yang tampilan UI justru makin jelek
Raka Athaya,1,10/9/2023 15:49,Kecewa sama aplikasi ini udah gk bisa digunakan di hp saya saking berat nya ... Mending kembali kayak dulu aja dh telkomsel knpa jd gini udh hrga paket nya pada mahal aplikasi juga gk bisa dipake..auto ganti provider kayaknya ini mh
Rafines Hanifah,1,10/14/2023 0:54,Apaan sih aplikasi makin lama makin gajelas. Kesel gw masak beli kuota saldo jg udah kepotong tp kuota belum jg di terima. Minta bantuan dr aplikasi My Telkomsel jg ga jelas terlalu beliber dan bertele tele. Udah 3 nomer saya beli kuota tp belum jg di terima. Pliss mana tanggung jawabnya
Usad,1,10/13/2023 13:20,"Telkomsel gimana udah paket mahal sekarang isi pulsa gak nambah masa aktif kartu, masa aktif kartu aja harus di beli dasar pelit. beberapa kali ngeluh laporan masalah sinyal lemot juga gak di tanggapi gak ada perubahan tetep lemot. Sekarang isi pulsa gak nambah masa aktif kartu. Masa aktif kartu aja harus di beli hadeh. Saya puluhan tahun pakai Telkomsel tapi mohon maaf saya akan pindah ke operator lain."
Dian T,2,10/10/2023 15:31,"ini gimana ya, setelah di update mau masuk malah keluar sendiri.. udah di uninstall terus login ulang tetep aja keluar sendiri.. piye ki developer??"
iqbal dwi saputra,1,10/16/2023 14:42,paket utama masih ada tiba2 ada notif paket darurat aktif.. buat apa?? goblog sekali ini aplikasi bukannya tambah baik tambah eror ia.. padaha pelanggan dari 2010.. parah..
Wahyu Pratama,1,10/11/2023 10:15,"Semakin pembaruan semakin jelek, mau ngecek baru di buka loadingnya lama & keluar sendiri, dicoba berulang kali begitu terus.."
Boy Hamzah Diaz,4,10/11/2023 0:39,"Kenapa gak bisa masuk ke aplikasi ya, setiap di klik aplikasinya, masuk, tapi tiba-tiba keluar sendiri. Mohon penjelasannya. Padahal udah uninstal ulang."
vera indriarti,1,10/4/2023 23:12,"Kenapa setelah update malah tdk bisa di buka, dan apl keluar sendiri..trus gimana mau beli paketan coba ?? Mohon dr pihak apl segera di perbaiki untuk pelayanannya🙏🏻"
ilham velila,1,10/22/2023 0:27,Payah . Jaringan lelet . Tinggal di INHU . Masa jaringan ilang² terus . Hp bagus . Pake kartu lain lancar . Jangan paket doang di mahalin tapi setidaknya jaringan sesuai dengan harga paket/kuota . Btw. Rumah ku sebelah tower Telkom. Tapi jaringan kek tahii
Kamaru Ilham,1,10/3/2023 11:35,"Barusan beli paket nelpon, dan berhasil pulsa saya juga sudah terpotong, akan tetapi tiba-tiba paketnya tidak bisa di gunakan karena ""kadaluarsa hari ini"" PT. sebesar ini tapi masih juga nipu? Tidak usah basa-basi lagi ya!!!"
Ical Mudatsir,1,10/4/2023 14:21,Punya point tapi ga ada guna nya.. ga ada menu paket kuota untuk ditukar dengan point.. cuma Telkomsel doang yang pelit kaya gini.. di provider yang lain pada ada kok
Agnes Sitohang,3,10/20/2023 16:34,"my telkomsel tuh udh bgs mnurut aku, tp anehnya setiap ada sisa pulsa selalu kesedot 1000-3000 padahal udah aktifin jaga pulsa & ga dipake apa apa dan juga tiap mau transfer pulsa selalu ""pulsa tidak mencukupi"" pdhl pulsanya masih diatas 5000, tolong perbaiki 🙏🏻"
Muhammad Farhan,1,9/30/2023 23:55,"kepada yang terhormat pihak manajemen Telkomsel, saya selaku pengguna layanan anda merasa beberapa hari ini kurang puas dengan layanan internet anda. hal tersebut dikarenakan seringnya saya mengalami ""jumping"" sinyal saat sedang bermain game mobile online, dan sering kali saya kehilangan moment karena kendala sinyal tersebut."
Vanroyen Dusman Malau,1,10/6/2023 18:27,"Maaf saya kasih bintang 1. Telkomsel aneh bisa kurangi pulsa sedikit demi sedikit tanpa pemakaian. Bisa berganti data sementara sehingga pulsa tersedot, tanpa diganti."
Octovianus s,1,10/17/2023 9:29,Telkomsel penyedot pulsa dimana sms udah otomatis masuk sms berlangganan menyedot pulsa 2200 per sms.gak tanggung tanggung ya? pada hal tidak pernah daftar kok tiba tiba masuk ucapan terima kasih udah berlangganan..wahh para dah di setting yaa?harus di laporin ini..mana kuotanya udah mahal lelet lafi jaringannya.. parah banget..
Alif Dekova X -7,1,10/27/2023 20:18,"Halo Admin saya Sebagai pengguna mytelkomsel merasa tidak enak dengan semenjat update ke versi ini, saya saat buka aplikasi MyTelkomsel selalu keluar dan saya sinyal masih ada tolong Admin Di perbaiki, 🙏"
Usman Sapii,1,10/3/2023 15:23,"Tampilannya doang keren, udah berapa kali aku kehabisan data, sering pulsanya juga ikut habis gara gara notifikasi data habis sering terlambat, habis pulsa dulu baru notifikasinya nongol, Payah"
simon sagita,1,10/2/2023 1:14,"Aplikasi ga bisa kebuka, setelah update aplikasi malah ga bisa dipake buat isi pulsa dan kuota. Mendingan aplikasi versi sebelumnya."
Rita Heni,2,10/2/2023 22:03,"Aplikasinya sangat berat, saya sarankan bikin saja aplikasi nya yg ringan, cuma fokus sama Kouta pulsa dll, jangan tambahin seperti shop, aminasi login itu yg bikin apk nya berat"
boys animeloverz,1,10/13/2023 10:38,"Loh loh, bulan sept 2023 lalu my telkomsel tiba2 tidak bisa dibuka , ket. Minta update, pas mau update di playstore gabisa di pasang krna sistem android usang, padahal sistem sy android 10, lah gila ini telkomsel lama2. Skrg tiba2 ada dan bisa lagi, maunya apa kali nih telkomsel jancoook."
Imam Ramadhan,1,10/28/2023 12:36,"Paket darurat tanpa persetujuan customer, bisa aktif sendiri. Spam pengaktifan paket darurat di facebook juga saya anggap sebagai sisi gelap perusahaan telkomsel. Emang telkomsel agak lain, kebijakan aneh, merugikan customer. Rakus bin serakah ya gini. Dan update data kuota di tampilan dan yg sebenarnya, sangat lambat."
Fredi Dcovan,1,10/27/2023 12:20,"Boss,, androit 7.1.1 apakah tidak bisa menggunakan apk yg terbaru...?? Tulung di bales paket vt........, bales cepat no lemot lemot"
As Gindink Bungsu Abah,1,10/10/2023 1:08,"Setelah di update koq malah gak bisa di akses? Keluar lagi keluar lagi ! Capééékk tau! Knapa bisa begitu ? Ternyata semua customer mu pada kecewa stlh update,semuanya di ulasan pada ngasih bintang 1 ...coba balikin biar normal lagi ? Klo SDH Normal lagi tak tambah LG bintangnya."
John Amandis,1,8/13/2023 17:19,"Setelah diupdate apk nya parah, beli paket dlm apk selalu nggak bisa,katanya dsuruh cek kembali koneksi dan ulangi transaksi setelah satu menit berikutnya.setelah dicoba beberapa saat kemudian masih juga kayak gitu. Harga paketnya juga mahal²ngak ada promo,jadi tolong kedepan nya berikan kenyamanan untuk kami para pelanggan jangan sampai kami bosan.."
Markus Aprianto Galugu,1,10/12/2023 20:02,"Pengalaman penggunaan aplikasi masih krg bgs, kalau bisa kurangi penggunaan banyak animasi, bukan tmbh enak dilihat, tp malah mengganggu."
handini mahardhini,1,10/5/2023 0:19,"Kuota aplikasi keterangan nya bisa buat game bisa buat WhatsApp buat youtube tp nyatanya gak bisa di akses tuh ngeloading terus, pas beli paket lagi baru bisa akses youtube whatsapp sma game nya.. Gimana sih"
Reza Wardana,1,10/24/2023 21:32,"saya kecewa sama telkomsel sekarang.... jaringannya sering seklali rusak, orang masih main game rusak... jadi habiss awak kenak maki sama tim... pokoknya kecewa berat lah... sementara teman saya pakai axis enak lqncar jaya😌, jadipengen pinda ke axis ajah lah"
Realmi C31,1,10/21/2023 21:05,"Sumpah klo gw main game pake Tsel terus lag kukira ada masalah sama game nya,tapi setelah coba pake operator lain ternyata Jaringan/sinyal Tsel emang busuk"
syafaat angkasa,5,10/17/2023 23:41,"Terima kasih my telkomsel, sebelumnya saya memberi rating B1 untuk update versi 7.1.0 karna saya mengalami gangguan force close pada saat mengakses beranda apk. Untuk update versi terbaru 7.2.0 sekarang ini, gangguanya sudah tidak ada. Terimakasih admin dan segala tim yg bersangkutan karna telah mendengar dan melayani respond customer dengan baik dan ramah dan dgn bahasa yg mudah di pahami. Untuk sekarang B5. Semoga My Telkomsel selalu terdepan dalam prioritas customer. Trima kasih."
Yeda Ananda,1,10/11/2023 22:13,"Tolong diperbaiki sistemnya, Saya ada kasus pembelian paketan, sebelum saya isi ulang pulsa untuk membeli paketan penawaran internet sakti muncul, tetapi setelah saya beli pulsa untuk membeli paketan internet sakti tsb hilang. Apakah memang dari sistem ada permainan untuk kita lebih membeli dengan harga lebih tinggi ? Mohon diperbaiki"
Iml Imel,2,10/22/2023 22:27,"Dulu semua orang tau kartu Telkomsel sangat kuat sinyaknya dan bagus jaringannya. Tapi kenapa skr Telkomsel sll gak ada sinyal dan jaringannya terganggu padahal didaerah tempat tinggal saya dekat dari tower Telkomsel. Tolong diperhatikan dan ditanggapi, mungkin ini masukan yg membangun buat Telkomsel kedepannya. Jadi saat ini saya kasi bintang 2 dululah..."
Andi Widyastuti Handayani,1,10/3/2023 22:04,Setelah update malah tidak bisa terbuka aplikasinya.. Selalu keluar sendiri.. Jaringan TELKOMSEL juga semakin lalod padahal saya tinggalnya masih di dalam kota bukan daerah terpencil.. Makin lama makin kecewa dengan TELKOMSEL
Suwito Anggara,2,10/6/2023 11:43,"Apps MyTelkomsel fungsi utama buat transaksi sekitaran pembelian pulsa, paket data, cek pulsa dsb. Tp new bersi mengutamakan tampilan& fitur lebih mnarik, pdhal bnyak fitur yg gk berguna.apps jd smkin brat,HP ngelag, smpek homepage berhenti paksa, kluar sndiri dri apps. Suka versi yg dulu, simple enak digunakan semua kalangan & jenis HP. Kesel bgt; smingguan ini gk bisa akses apps MyTelkomsel. Pulsa Ok, data OK aplikasi-nya sdang tdak baik2 saja."
Margaretha,1,10/6/2023 18:29,"Gak pikir sm simPATI, kmrin baru isi yang 20rb beberapa hr kmdian malah pulsa berkurang jadi 10rb. Pulsanya gak d pake krna internetnya pake yang lain, isi pulsa juga biar kartunya aktif aja. GiLa gimana sih ini management nya. Gak nyangka... Tidak pernah saya berlangganan LANGIT MUSIK, JANGAN NGARANG..!! PELAYANAN SANGAT BURUK.!! NELEN PULSA ORANG.. SEMOGA TIDAK BERKAH, PULSA YANG KAMU AMBIL. BUKAN MASALAH RUPIAH, TAPI SOAL KEPERCAYAAN. NGERTI.?!"
Yono Poco,5,10/1/2023 23:51,"Kecewa sih ya setelah update aplikasi MyTelkomsel malah gak ada Paket Internet combo sakti, malah yang gak penting itu ada, tapi yang biasa di beli tiap bulan menghilang setelah update, terus masalah jaringan yang kadang Hilang sendiri... Makin kesini makin kesana."
Nazir Ilham nurhadi,1,10/1/2023 1:11,"Kak itu ada bug di my Telkomsel kalo bikin jaga pulsa di spam nanti bisa dapet jaringan data bisa buka tik tok, YouTube, Facebook dll itu biarpun gak beli paket data. tolong itu di perbaiki ya min itu gak adil banget plissssss.....!!"
Dian Novitasari,1,10/27/2023 22:14,Pelanggan lama bukannya dapat promo dan harga paket murah malah semakin mahal. Anehnya nomor baru malah dapat paket murah
Mas Way,3,10/11/2023 8:22,"Aplikasi nya setelah saya update malah nggak bisa dibuka baru masuk menu langsung keluar terus bolak balik di install tetep aja, mohon dari pihak Telkomsel nya memberikan penjelasan terimakasih"
Fadly fath,1,10/19/2023 8:00,"Bener2 sampah, update app model baru smua nya error, mulai dri jaringan, info kuota, malah makin ribet , daerah Jakarta Selatan aja sinyal acak2an"
